Title,Type_ID,Genre_ID,Year,IMDB_Score,Netflix_Original
Demetri Martin: Live (At the Time),movie,"Comedy, Documentary",2015,7.4,FALSE
The Guardians,movie,"Action, Adventure, Comedy",2017,4,FALSE
The Saturn V Story,movie,"Documentary, History",2014,7.3,FALSE
Asphalt,movie,Drama,1981,5.4,FALSE
The Promise,movie,"Action, Adventure, Drama",2016,6.1,FALSE
Father Figures,movie,"Comedy, Drama",2017,5.5,FALSE
Special Correspondents,movie,Comedy,2016,5.9,FALSE
A Golden Widow,movie,Comedy,1969,4.8,FALSE
Barbie in Rock 'N Royals,movie,"Animation, Family, Music",2015,6,FALSE
Poltergeist Activity,movie,Horror,2015,2.5,FALSE
Unfair the End,movie,Thriller,2015,6.1,FALSE
The Star,movie,"Adventure, Animation, Comedy",2017,6.3,FALSE
A Dozen Summers,movie,"Comedy, Drama, Family",2015,6.2,FALSE
7 Letters,movie,Drama,2015,6.9,FALSE
Mencari Hilal,movie,"Adventure, Drama",2015,7.5,FALSE
Double Fattiness,movie,"Comedy, Fantasy",1988,6.4,FALSE
Robert,movie,"Drama, Horror, Mystery",2015,3,FALSE
My Love Story!!,movie,"Comedy, Romance",2015,6.8,FALSE
The Broken Crown,movie,"Biography, Drama, History",2016,6.6,FALSE
Rolande met de bles,movie,Drama,1973,6.1,FALSE
Burned Bridges,movie,Drama,1975,5.7,FALSE
Suburra,movie,"Action, Crime, Drama",2015,7.4,FALSE
Don't Think Twice,movie,"Comedy, Drama",2016,6.7,FALSE
Why Him?,movie,Comedy,2016,6.2,FALSE
The Witness,movie,"Biography, Crime, Documentary",2015,7,FALSE
Gridlocked,movie,Action,2015,5.8,FALSE
The Southsiders,movie,Comedy,1932,5.4,FALSE
Det är aldrig för sent,movie,Drama,1956,5.7,FALSE
Jag,movie,Drama,1966,6.2,FALSE
Somewhere Amazing,movie,Drama,2015,5.9,FALSE
7/24,movie,"Drama, Romance",2014,6.6,FALSE
Punk and Its Aftershocks,movie,"Documentary, Music",1980,6.4,FALSE
Where the Wind Settles,movie,"Drama, Romance",2015,6.4,FALSE
Arianna,movie,"Drama, Mystery",2015,6.2,FALSE
Heart Attack,movie,"Comedy, Drama, Romance",2015,7.7,FALSE
Les filles de Grenoble,movie,Drama,1981,5.1,FALSE
The Chosen: Forbidden Cave,movie,"Horror, Thriller",2015,4.9,FALSE
Back to the 90s,movie,"Comedy, Fantasy, Music",2015,6.5,FALSE
Cosmos Laundromat,movie,"Animation, Fantasy, Sci-Fi",2015,6.8,FALSE
Pulau Hantu,movie,Thriller,2008,5.7,FALSE
Made in France,movie,"Crime, Drama, Thriller",2015,6.2,FALSE
Paths of the Soul,movie,Drama,2015,7.5,FALSE
Price of Love,movie,Drama,2015,6.8,FALSE
Italian Gangsters,movie,"Crime, Drama",2015,5.5,FALSE
Don't Be Bad,movie,"Crime, Drama",2015,7.1,FALSE
Brigade Anti Gangs,movie,"Action, Crime, Drama",1966,5.5,FALSE
Ghost House,movie,"Horror, Thriller",2017,4.7,FALSE
Untouchable Lawmen,movie,"Action, Comedy, Crime",2015,6.3,FALSE
The Bride,movie,"Horror, Thriller",2015,6.1,FALSE
Kill Me Please,movie,"Drama, Horror, Thriller",2015,5.8,FALSE
The Accidental Detective,movie,"Action, Comedy, Crime",2015,6.7,FALSE
Assassination Classroom: The Graduation,movie,"Action, Adventure, Comedy",2016,5.7,FALSE
Fire's Share,movie,"Drama, Thriller",1978,5.7,FALSE
El Señor Manolo,movie,"Action, Comedy, Drama",2014,3.7,FALSE
Maudie,movie,"Biography, Drama, Romance",2016,7.6,FALSE
Chico: Artista Brasileiro,movie,Documentary,2015,7.8,FALSE
Into the Inferno,movie,Documentary,2016,7.2,FALSE
Riot,movie,Action,2015,5.1,FALSE
Elis,movie,"Biography, Drama, Music",2016,6.7,FALSE
The Cold Front Brought by the Rain,movie,Drama,2015,5.3,FALSE
You Made Me Love You,movie,"Comedy, Musical, Romance",1933,6.3,FALSE
Tutte lo vogliono,movie,"Comedy, Romance",2015,5.3,FALSE
Keith Richards: Under the Influence,movie,"Documentary, Music",2015,7.1,FALSE
The Priests,movie,"Mystery, Thriller",2015,6.3,FALSE
Go! Anpanman: Anpanman and his Strange Friend,movie,Animation,1998,,FALSE
"Go! Anpanman: Baikinman and the 3-""Bai"" Punch",movie,"Family, Animation",1996,,FALSE
Go! Anpanman: Baikinman VS Baikinman!?,movie,Animation,2009,,FALSE
Go! Anpanman: Kokin-chan and the Blue Tears,movie,Animation,2006,,FALSE
Crown for Christmas,movie,"Comedy, Drama, Family",2015,6.9,FALSE
Hero,movie,"Crime, Drama",2015,6.3,FALSE
The Student and Mister Henri,movie,"Comedy, Drama",2015,6.7,FALSE
Banyu Biru,movie,Drama,2005,6.6,FALSE
The Grinch,movie,"Animation, Comedy, Family",2018,6.4,FALSE
Kara Bela,movie,"Action, Adventure, Comedy",2015,6.7,FALSE
Nobunaga Concerto: The Movie,movie,"Adventure, Comedy, Drama",2016,6.2,FALSE
Soreike! Anpanman: Dadandan to futago no hoshi,movie,"Adventure, Animation, Family",2009,,FALSE
Soreike! Anpanman: Kyôryû nosshî no daibôken,movie,"Adventure, Animation, Family",1993,,FALSE
Karbala,movie,"Drama, War",2015,6.1,FALSE
Soreike! Anpanman: Brakkunôzu to mahou no uta,movie,"Adventure, Animation, Family",2010,6.6,FALSE
Anpanman: Star-Spirited Dollie,movie,Animation,2006,,FALSE
Top Gun: Maverick,movie,"Action, Drama",2022,8.2,FALSE
Amor em Sampa,movie,Musical,2016,5.3,FALSE
Neurotic Quest for Serenity,movie,Comedy,2017,5.4,FALSE
Ronaldo,movie,"Biography, Documentary, Sport",2015,6.3,FALSE
Raggare!,movie,"Adventure, Drama",1959,5.6,FALSE
The Snow Queen 3: Fire and Ice,movie,"Adventure, Animation, Comedy",2016,6,FALSE
The Birthday Present,movie,Drama,1957,6.7,FALSE
Wonderful Things,movie,"Comedy, Drama, Musical",1958,5.6,FALSE
Nothing Barred,movie,Comedy,1961,5.2,FALSE
The Miracle of Tekir,movie,"Drama, Mystery",2015,5.9,FALSE
Shaandaar,movie,"Comedy, Drama, Romance",2015,3.6,FALSE
Saving Mr. Wu,movie,"Action, Crime, Drama",2015,6.6,FALSE
Invalid,movie,Horror,2015,4.7,FALSE
Fifty,movie,"Drama, Romance",2015,6,FALSE
Hazing,movie,Drama,2015,4.7,FALSE
Opposites Attract,movie,"Comedy, Romance",2015,5.8,FALSE
Noite Branca,movie,"Adventure, Fantasy, Short",2005,,FALSE
"Mahuliena, Golden Maiden",movie,"Family, Fantasy, Mystery",1987,6.2,FALSE
Polis Evo,movie,"Action, Adventure, Comedy",2015,6.7,FALSE
Thursday's Child,movie,"Comedy, Drama",1943,5.9,FALSE
Journalist,movie,"Comedy, Crime, Drama",2015,6.4,FALSE
Anjelah Johnson: Not Fancy,movie,"Comedy, Documentary",2015,5.8,FALSE
The Tiger,movie,"Action, Adventure, Drama",2015,7.2,FALSE
Hana's Miso Soup,movie,Drama,2015,6.9,FALSE
May Who?,movie,"Comedy, Fantasy, Romance",2015,7,FALSE
Raees,movie,"Action, Crime, Drama",2017,6.6,FALSE
The Last Mission,movie,"Action, Drama, Romance",2015,5.9,FALSE
Az éjszakám a nappalod,movie,"Comedy, Crime",2015,4.8,FALSE
Pyaar Ka Punchnama 2,movie,"Comedy, Drama, Romance",2015,7.2,FALSE
12 Gifts of Christmas,movie,"Family, Romance",2015,6.3,FALSE
Muchos pedazos de algo,movie,"Comedy, Drama, Romance",2015,5.6,FALSE
Io che amo solo te,movie,"Comedy, Romance",2015,5.6,FALSE
Apocalypse Child,movie,Drama,2015,6.8,FALSE
The Advocate: A Missing Body,movie,"Crime, Mystery",2015,6.5,FALSE
Apollo Astronauts: Training NASA's Moon Men,movie,Documentary,2015,7,FALSE
13 Factors That Saved Apollo 13,movie,Documentary,2014,7.2,FALSE
Høst: Autumn Fall,movie,Drama,2015,6.2,FALSE
Operações Especiais,movie,"Action, Crime",2015,6.3,FALSE
These Daughters of Mine,movie,"Comedy, Drama",2015,6.7,FALSE
A Moment of Silence,movie,Documentary,2013,7.6,FALSE
An el-Ishq wa el-Hawa,movie,"Drama, Romance",2006,5.8,FALSE
A Very Murray Christmas,movie,"Comedy, Music, Musical",2015,5.5,FALSE
Anthony Jeselnik: Thoughts and Prayers,movie,Comedy,2015,7.7,FALSE
The Anthem of the Heart,movie,"Animation, Drama, Family",2015,7.3,FALSE
Freckled Max and the Spooks,movie,"Comedy, Fantasy, Horror",1987,7.3,FALSE
Jwanita,movie,"Horror, Mystery, Thriller",2015,4.9,FALSE
Jonah,movie,"Drama, Romance, Thriller",2015,5.3,FALSE
Rosso Mille Miglia,movie,Comedy,2015,5.3,FALSE
Orlean,movie,"Comedy, Drama, Thriller",2015,5.8,FALSE
The Prenup,movie,"Comedy, Romance",2015,5.7,FALSE
As Aventuras do Pequeno Colombo,movie,"Action, Adventure, Animation",2016,7.4,FALSE
Toro,movie,"Action, Crime, Drama",2016,5.9,FALSE
Ferdinand,movie,"Adventure, Animation, Comedy",2017,6.7,FALSE
Voyna polov,movie,Comedy,2015,3,FALSE
Stöten,movie,"Crime, Drama",1961,5.9,FALSE
SP: The Motion Picture II,movie,Drama,2011,6.3,FALSE
Swearnet Live,movie,Comedy,2014,5.4,FALSE
Heidi,movie,"Drama, Family",2015,7.4,FALSE
Fever at Dawn,movie,Drama,2015,6.7,FALSE
Ip Man 3,movie,"Action, Biography, Crime",2015,7,FALSE
Em Três Atos,movie,Documentary,2015,6.4,FALSE
Everyday I Love You,movie,"Drama, Romance",2015,7,FALSE
Holy Mess,movie,"Comedy, Drama",2015,5.6,FALSE
The Space Between Us,movie,"Drama, Romance, Sci-Fi",2017,6.4,FALSE
The Sound of a Flower,movie,Biography,2015,6.2,FALSE
Yu-Gi-Oh!: The Dark Side of Dimensions,movie,"Adventure, Animation, Drama",2016,6.8,FALSE
The Roommates Party,movie,"Comedy, Drama",2015,5.2,FALSE
The Guardian Brothers,movie,"Animation, Comedy, Family",2015,5.5,FALSE
Snowtime!,movie,"Animation, Comedy, Drama",2015,6,FALSE
Ex-Files 2: The Backup Strikes Back,movie,Comedy,2015,4.5,FALSE
Age Of Monster,movie,Comedy,2015,4.7,FALSE
Fashion Chicks,movie,"Comedy, Romance",2015,5.1,FALSE
Ali Baba and the Seven Dwarfs,movie,"Adventure, Comedy",2015,5.6,FALSE
Spandex Sapiens,movie,"Action, Documentary, Drama",2015,6.1,FALSE
Despite the Falling Snow,movie,"Drama, Mystery, Romance",2016,5.8,FALSE
S Storm,movie,"Action, Crime",2016,5.1,FALSE
Damien Rice - Other Voices,movie,"Music, Documentary",2014,,FALSE
Quanto Tempo o Tempo Tem,movie,Documentary,2015,7.3,FALSE
Bloodstained Painting,movie,Horror,1988,,FALSE
John Mulaney: The Comeback Kid,movie,Comedy,2015,7.9,FALSE
The Phone,movie,"Action, Mystery, Sci-Fi",2015,6.5,FALSE
Friend Request,movie,"Horror, Mystery, Thriller",2016,5.2,FALSE
Death of a Son,movie,Drama,1989,6.3,FALSE
Hidden Identity,movie,"Crime, Drama",2015,5,FALSE
No Boyfriend Since Birth,movie,Romance,2015,6,FALSE
Ego Trip,movie,Comedy,2015,5.6,FALSE
"She Remembers, He Forgets",movie,"Comedy, Romance",2015,6.5,FALSE
A Quiet Passion,movie,"Biography, Drama",2016,6.4,FALSE
Mascots,movie,Comedy,2016,5.8,FALSE
Rebirth,movie,Thriller,2016,5,FALSE
Christmas Land,movie,"Comedy, Drama, Family",2015,5.8,FALSE
Fatal Intuition,movie,Thriller,2015,5.8,FALSE
Sing Street,movie,"Comedy, Drama, Music",2016,7.9,FALSE
Norman,movie,"Drama, Thriller",2016,6.1,FALSE
Emma and Santa Claus: The Quest for the Elf Queen's Heart,movie,"Adventure, Family, Fantasy",2015,4.8,FALSE
Brent Morin: I'm Brent Morin,movie,Comedy,2015,6.5,FALSE
Bibi & Tina: Mädchen gegen Jungs,movie,"Adventure, Comedy, Family",2016,5.3,FALSE
Middle School: The Worst Years of My Life,movie,"Comedy, Family",2016,6.1,FALSE
A Second Chance,movie,"Drama, Romance",2015,7,FALSE
First Man,movie,"Biography, Drama, History",2018,7.3,FALSE
The Prosecutor the Defender the Father and His Son,movie,"Drama, War",2015,6.5,FALSE
Uno per tutti,movie,Drama,2015,5.7,FALSE
The Four Falls of Buffalo,movie,"Biography, Documentary, History",2015,8.1,FALSE
Dilwale,movie,"Action, Comedy, Drama",2015,5.1,FALSE
The Dammed Rib,movie,Comedy,1999,4.1,FALSE
Misunderstanding,movie,"Romance, Comedy, Action",2015,,FALSE
"Kiki, Love to Love",movie,"Comedy, Romance",2016,6.4,FALSE
Mike Epps: Don't Take It Personal,movie,Comedy,2015,4.5,FALSE
Dügün Dernek 2: Sünnet,movie,Comedy,2015,6.3,FALSE
Crayon Shin-chan Movie 23: Ora No Hikkoshi Monogatari - Saboten Daisuugeki,movie,"Action, Adventure, Animation",2015,6.6,FALSE
Amor tóxico,movie,"Comedy, Romance",2015,3.4,FALSE
Lovesong,movie,"Drama, Romance",2016,6.3,FALSE
Halal Love,movie,"Comedy, Drama, Romance",2015,6.4,FALSE
Vánocní Kamenák,movie,Comedy,2015,2.5,FALSE
About A Woman,movie,Drama,2015,7.9,FALSE
The Strangers: Prey at Night,movie,Horror,2018,5.3,FALSE
Hunt for the Wilderpeople,movie,"Adventure, Comedy, Drama",2016,7.8,FALSE
Sindrom Petrushki,movie,Drama,2015,5.8,FALSE
Laura's Wedding,movie,"Drama, Romance",2015,5.9,FALSE
Your Name.,movie,"Animation, Drama, Fantasy",2016,8.4,FALSE
Visaaranai,movie,"Crime, Drama, Thriller",2015,8.4,FALSE
"Trailer Park Boys: Drunk, High & Unemployed",movie,Comedy,2015,6.4,FALSE
The Snowman,movie,"Crime, Drama, Mystery",2017,5.2,FALSE
Mais Forte que o Mundo: A História de José Aldo,movie,"Action, Biography, Drama",2016,7.1,FALSE
Manhunt,movie,"Action, Crime, Thriller",2017,5.2,FALSE
Marco Polo: One Hundred Eyes,movie,"Action, Drama, History",2015,7.7,FALSE
Time Out,movie,"Drama, Family, Music",2015,6,FALSE
Tickled,movie,"Crime, Documentary, Mystery",2016,7.5,FALSE
Tabula Rasa,movie,Drama,2014,7.5,FALSE
Devil and Angel,movie,Comedy,2015,4.1,FALSE
Detective Chinatown,movie,"Action, Comedy, Mystery",2015,6.6,FALSE
Teddy Show - Was labersch Du...?!,movie,Comedy,2015,,FALSE
Belzebuth,movie,Horror,2017,6,FALSE
Brahman Naman,movie,Comedy,2016,5.5,FALSE
Eat That Question: Frank Zappa in His Own Words,movie,"Biography, Documentary, Music",2016,7.5,FALSE
Chuck,movie,"Biography, Drama, Sport",2016,6.5,FALSE
Beauty and the Bestie,movie,"Action, Comedy, Drama",2015,4.7,FALSE
Godzilla: King of the Monsters,movie,"Action, Adventure, Fantasy",2019,6,FALSE
Single,movie,"Comedy, Romance",2015,6.7,FALSE
Love Guide for Dumpees,movie,"Comedy, Romance",2015,6.3,FALSE
One Piece: Adventure of Nebulandia,movie,"Action, Adventure, Animation",2015,6.7,FALSE
The Most Beautiful Day,movie,"Comedy, Drama",2016,6.4,FALSE
Three,movie,"Action, Crime, Thriller",2016,5.9,FALSE
Woozle & Pip in Search of the Scallywagger!,movie,Animation,2016,6.8,FALSE
The Himalayas,movie,"Adventure, Biography, Drama",2015,6.4,FALSE
Sinaran,movie,"Music, Romance",2015,,FALSE
Kapoor & Sons,movie,"Comedy, Crime, Drama",2016,7.7,FALSE
One Piece Film: Gold,movie,"Action, Adventure, Animation",2016,7.1,FALSE
Louis & Luca - The Big Cheese Race,movie,"Animation, Family",2015,6.5,FALSE
Quo vado?,movie,Comedy,2016,6.6,FALSE
Spa Night,movie,Drama,2016,6.1,FALSE
Graduation,movie,"Crime, Drama",2016,7.3,FALSE
Mr. Church,movie,"Comedy, Drama",2016,7.6,FALSE
Toni Erdmann,movie,"Comedy, Drama",2016,7.3,FALSE
Second Fiddle,movie,"Comedy, Romance",1957,5.3,FALSE
Dunkirk,movie,"Action, Drama, History",2017,7.8,FALSE
Sunshine Becomes You,movie,"Comedy, Drama, Romance",2015,6.3,FALSE
Negeri Van Oranje,movie,"Adventure, Drama, Romance",2015,7.1,FALSE
Under the Shadow,movie,"Drama, Fantasy, Horror",2016,6.8,FALSE
Duck Duck Goose,movie,"Adventure, Animation, Comedy",2018,5.7,FALSE
The Salesman,movie,"Drama, Thriller",2016,7.7,FALSE
Submergence,movie,"Drama, Romance, Thriller",2017,5.4,FALSE
The Girl with All the Gifts,movie,"Action, Adventure, Drama",2016,6.6,FALSE
Wolf Girl and Black Prince,movie,"Comedy, Drama, Romance",2016,5.9,FALSE
Robin Hood,movie,"Action, Adventure, Drama",2018,5.3,FALSE
The Romance of Seville,movie,Romance,1929,5.3,FALSE
Small Hotel,movie,Comedy,1957,7,FALSE
Anatomia zla,movie,"Action, Thriller",2015,6,FALSE
The Lure,movie,"Drama, Fantasy, Horror",2015,6.2,FALSE
Panie Dulskie,movie,"Comedy, Drama",2015,5.3,FALSE
Then Came You,movie,"Comedy, Drama, Romance",2018,6.9,FALSE
"Thirty, Single and Fantastic",movie,Comedy,2016,5.3,FALSE
No Manches Frida,movie,"Comedy, Romance",2016,5.5,FALSE
Te juro que yo no fui,movie,"Comedy, Romance",2018,2.4,FALSE
Que Pena Tu Vida,movie,"Action, Adventure, Comedy",2016,4.7,FALSE
The 3 L'il Pigs 2,movie,"Comedy, Romance",2016,6.4,FALSE
Heroes Wanted,movie,"Action, Comedy",2016,4.6,FALSE
Fitoor,movie,"Drama, Romance",2016,5.4,FALSE
Ngenest,movie,Comedy,2015,6.9,FALSE
Film Adventurer Karel Zeman,movie,"Biography, Documentary",2015,7.5,FALSE
The Discovery,movie,"Drama, Romance, Sci-Fi",2017,6.2,FALSE
The Pot Carriers,movie,"Comedy, Crime, Drama",1962,6.5,FALSE
Audrie & Daisy,movie,"Crime, Documentary",2016,7.2,FALSE
Seven Souls in the Skull Castle,movie,"Action, Drama, Romance",2013,7.4,FALSE
Mood of the Day,movie,"Comedy, Romance",2016,6.7,FALSE
Sky Ladder: The Art of Cai Guo-Qiang,movie,Documentary,2016,7.3,FALSE
Tony Robbins: I Am Not Your Guru,movie,Documentary,2016,6.6,FALSE
Kocan Kadar Konus: Dirilis,movie,"Comedy, Drama, Fantasy",2016,5.7,FALSE
Tom Segura: Mostly Stories,movie,Comedy,2016,7.5,FALSE
Katkoot,movie,"Comedy, Family, Thriller",2006,5,FALSE
Bad Moms,movie,Comedy,2016,6.2,FALSE
The Edge of Seventeen,movie,"Comedy, Drama",2016,7.3,FALSE
Pat & Mat,movie,"Adventure, Animation, Comedy",2014,7.2,FALSE
Remember You,movie,"Drama, Mystery, Romance",2016,6.5,FALSE
Moonlight,movie,Drama,2016,7.4,FALSE
Kyaa Kool Hain Hum 3,movie,Comedy,2016,2,FALSE
Fucking Berlin,movie,"Drama, Romance",2016,5.2,FALSE
Shooting Stars,movie,"Adventure, Comedy, War",2015,5.8,FALSE
Te3n,movie,"Crime, Drama, Mystery",2016,7.2,FALSE
Aquarius,movie,Drama,2016,7.4,FALSE
A Serious Game,movie,"Drama, Romance",2016,6.4,FALSE
Railroad Tigers,movie,"Action, Adventure, Comedy",2016,5.8,FALSE
Gangster Ka,movie,"Crime, Drama, Thriller",2015,6.5,FALSE
This Magic Moment,movie,"Biography, Documentary, History",2016,7.7,FALSE
Behind the Clouds,movie,Drama,2016,6.4,FALSE
Gatao,movie,"Action, Crime",2015,5.3,FALSE
One Man and His Cow,movie,"Adventure, Comedy, Drama",2016,6.7,FALSE
Everything About Her,movie,"Comedy, Drama",2016,7.1,FALSE
A Silent Voice: The Movie,movie,"Animation, Drama",2016,8.1,FALSE
Party Town,movie,"Comedy, Musical",2016,5.1,FALSE
In This Corner (and Other Corners) of the World,movie,"Animation, Drama, History",2016,7.8,FALSE
The Big Wish,movie,"Animation, Family, Fantasy",2019,4.8,FALSE
Hannibal Buress: Comedy Camisado,movie,Comedy,2016,6.6,FALSE
Doing Good,movie,"Biography, Documentary",2016,6.9,FALSE
The Perfect Match,movie,"Comedy, Romance",2016,4.9,FALSE
The Emoji Movie,movie,"Adventure, Animation, Comedy",2017,3.4,FALSE
A Violent Prosecutor,movie,"Action, Comedy, Crime",2016,6.7,FALSE
Brasserie Valentine,movie,Romance,2016,5.4,FALSE
Far til fire's vilde ferie,movie,"Comedy, Family",2015,3.6,FALSE
Hubert und Staller - Unter Wölfen,movie,"Comedy, Crime",2016,6.8,FALSE
Attack on Titan: Crimson Bow and Arrow,movie,"Action, Adventure, Animation",2014,7.6,FALSE
The Foreigner,movie,"Action, Crime, Thriller",2017,7,FALSE
Um Suburbano Sortudo,movie,Comedy,2016,4.6,FALSE
Bunker: Project 12,movie,"Action, Adventure, Mystery",2016,3.4,FALSE
Greater,movie,"Biography, Family, Sport",2016,7.4,FALSE
Life Must Go On,movie,"Comedy, Drama",2015,5.5,FALSE
Watatu,movie,Drama,2015,6.2,FALSE
Space Jam: A New Legacy,movie,"Adventure, Animation, Comedy",2021,4.5,FALSE
Eddie - Strongman,movie,Documentary,2015,7.4,FALSE
Król zycia,movie,"Comedy, Drama",2015,5.4,FALSE
Gangster Ka: African,movie,"Crime, Drama, Thriller",2015,6.5,FALSE
Fog in August,movie,"Drama, War",2016,7.3,FALSE
Dedemin Fisi,movie,"Comedy, Family",2016,5.6,FALSE
61 Days,movie,"Drama, History",2016,7.3,FALSE
Home Invasion,movie,"Crime, Horror, Mystery",2016,5.1,FALSE
Nocturama,movie,"Drama, Thriller",2016,6.4,FALSE
Trivisa,movie,"Crime, Drama",2016,6.9,FALSE
30 svidaniy,movie,"Comedy, Drama, Romance",2016,4.9,FALSE
Laskar Pelangi Sekuel 2: Edensor,movie,"Adventure, Drama",2013,5.8,FALSE
Rainbow Time,movie,"Comedy, Drama",2016,5.9,FALSE
My Beautiful Broken Brain,movie,"Biography, Documentary",2014,7,FALSE
Comic 8: Casino Kings Part 2,movie,"Action, Adventure, Comedy",2016,5.8,FALSE
American Conjuring,movie,"Drama, Horror, Mystery",2016,2.4,FALSE
Communication & Lies,movie,Drama,2015,4.8,FALSE
Down by Love,movie,"Biography, Drama, Romance",2016,5.9,FALSE
Kalinka,movie,"Biography, Crime, Drama",2016,7.1,FALSE
Hidden Figures,movie,"Biography, Drama, History",2016,7.8,FALSE
A Dog's Purpose,movie,"Adventure, Comedy, Drama",2017,7.2,FALSE
Un mondo nuovo,movie,"Drama, History",2014,6.3,FALSE
Perfect Strangers,movie,"Comedy, Drama",2016,7.7,FALSE
Five,movie,"Comedy, Crime, Drama",2016,6.3,FALSE
Ricardo O'Farrill: Abrazo genial,movie,Comedy,2016,5.5,FALSE
Our Lovers,movie,"Comedy, Drama, Romance",2016,6.7,FALSE
Peter Rabbit,movie,"Adventure, Animation, Comedy",2018,6.6,FALSE
Uma Loucura de Mulher,movie,"Comedy, Romance",2016,5.2,FALSE
Il sindaco pescatore,movie,Drama,2016,7.2,FALSE
Shelley,movie,"Drama, Horror, Mystery",2016,5.3,FALSE
Der Dennis - Leider Nein! Leider Gar Nicht!,movie,Comedy,2015,,FALSE
Mr Unbelievable,movie,Comedy,2015,5.2,FALSE
The Mermaid,movie,"Comedy, Drama, Fantasy",2016,6.2,FALSE
The Monkey King 2,movie,"Action, Adventure, Fantasy",2016,5.9,FALSE
Love Is Blind,movie,"Comedy, Romance",2016,5.6,FALSE
Pitbull: New Orders,movie,"Action, Crime, Drama",2016,6.4,FALSE
Talak 3,movie,"Comedy, Drama",2016,6.9,FALSE
Vanishing Time: A Boy Who Returned,movie,"Drama, Fantasy",2016,7.2,FALSE
Master,movie,"Action, Crime",2016,6.6,FALSE
Death Note: Light Up the New World,movie,"Crime, Drama, Horror",2016,5.7,FALSE
Dongju: The Portrait of a Poet,movie,"Biography, Drama",2016,7.2,FALSE
Open Season: Scared Silly,movie,"Adventure, Animation, Comedy",2015,5,FALSE
Two Is a Family,movie,"Comedy, Drama",2016,7.3,FALSE
Divorce French Style,movie,"Comedy, Drama, Romance",2016,6.1,FALSE
Faeryville,movie,"Action, Drama, Fantasy",2014,5.6,FALSE
Barakah Meets Barakah,movie,"Comedy, Romance",2016,6.2,FALSE
Chempiony: Bystree. Vyshe. Silnee,movie,"Biography, Drama, Sport",2016,6.2,FALSE
Theo Von: No Offense,movie,"Comedy, Documentary",2016,5.8,FALSE
The Yellow Birds,movie,"Drama, War",2017,5.8,FALSE
Planet Single,movie,"Comedy, Romance",2016,6.8,FALSE
Wonderstruck,movie,"Adventure, Drama, Mystery",2017,6.2,FALSE
Kung Fu Yoga,movie,"Action, Adventure, Comedy",2017,5.2,FALSE
Fast & Furious Presents: Hobbs & Shaw,movie,"Action, Adventure, Thriller",2019,6.5,FALSE
It's Us,movie,"Comedy, Drama, Romance",2013,7.6,FALSE
Jada,movie,"Drama, Short",2016,6.7,FALSE
The Fury,movie,"Comedy, Drama",2016,6.8,FALSE
Doraemon the Movie: Nobita and the Birth of Japan,movie,"Adventure, Animation, Comedy",2016,6.7,FALSE
Always Be My Maybe,movie,Romance,2016,6.5,FALSE
A.K.A Nadia,movie,Drama,2015,6.3,FALSE
Goodbye Berlin,movie,"Comedy, Drama, Family",2016,6.9,FALSE
Set It Up,movie,"Comedy, Romance",2018,6.5,FALSE
Hostiles,movie,"Drama, Western",2017,7.2,FALSE
Office Christmas Party,movie,Comedy,2016,5.9,FALSE
